variable,value
CQ,6.161290322580645
CQ,6.241935483870968
CQ,6.354838709677419
CQ,6.193548387096774
CQ,6.32258064516129
CQ,6.016129032258065
CQ,6.17741935483871
CQ,5.983870967741935
CQ,6.129032258064516
CQ,6.370967741935484
CQ,5.951612903225806
CQ,6.032258064516129
CQ,6.145161290322581
CQ,6.209677419354839
CQ,6.306451612903226
CQ,6.225806451612903
CQ,6.161290322580645
CQ,6.17741935483871
CQ,6.016129032258065
CQ,5.967741935483871
CQ,6.225806451612903
CQ,6.112903225806452
CQ,5.967741935483871
CQ,6.451612903225806
CQ,6.161290322580645
CQ,6.112903225806452
CQ,6.370967741935484
CQ,5.758064516129032
CQ,6.274193548387097
CQ,5.935483870967742
CQ,5.967741935483871
CQ,6.080645161290323
CQ,6.096774193548387
CQ,6.290322580645161
CQ,5.967741935483871
CQ,6.419354838709677
CQ,6.080645161290323
CQ,6.306451612903226
CQ,6.32258064516129
CQ,6.064516129032258
CQ,6.338709677419355
CQ,5.983870967741935
CQ,6.225806451612903
CQ,6.241935483870968
CQ,5.790322580645161
CQ,6.467741935483871
CQ,5.951612903225806
CQ,5.967741935483871
CQ,6.161290322580645
CQ,6.0
CQ,6.403225806451613
CQ,6.338709677419355
CQ,6.064516129032258
CQ,6.274193548387097
CQ,6.064516129032258
CQ,6.145161290322581
CQ,6.129032258064516
CQ,6.32258064516129
CQ,5.935483870967742
CQ,6.193548387096774
CQ,6.112903225806452
CQ,5.709677419354839
CQ,6.241935483870968
CQ,6.145161290322581
CQ,6.032258064516129
CQ,6.129032258064516
CQ,5.935483870967742
CQ,6.5
CQ,6.451612903225806
CQ,6.129032258064516
CQ,5.935483870967742
CQ,6.129032258064516
CQ,6.0
CQ,6.048387096774194
CQ,6.080645161290323
CQ,6.241935483870968
CQ,6.258064516129032
CQ,6.016129032258065
CQ,5.935483870967742
CQ,5.983870967741935
CQ,6.048387096774194
CQ,6.0
CQ,6.306451612903226
CQ,6.17741935483871
CQ,6.112903225806452
CQ,6.161290322580645
CQ,6.016129032258065
CQ,5.709677419354839
CQ,6.274193548387097
CQ,6.129032258064516
CQ,6.225806451612903
CQ,6.129032258064516
CQ,6.080645161290323
CQ,6.145161290322581
CQ,6.241935483870968
CQ,5.983870967741935
CQ,6.209677419354839
CQ,5.983870967741935
CQ,6.225806451612903
CQ,5.983870967741935
CQ,5.983870967741935
CQ,6.258064516129032
CQ,6.258064516129032
CQ,5.951612903225806
CQ,6.193548387096774
CQ,6.112903225806452
CQ,6.193548387096774
CQ,6.467741935483871
CQ,6.193548387096774
CQ,5.983870967741935
CQ,6.112903225806452
CQ,6.145161290322581
CQ,6.048387096774194
CQ,6.193548387096774
CQ,6.080645161290323
CQ,6.112903225806452
CQ,5.758064516129032
CQ,5.919354838709677
CQ,6.048387096774194
CQ,6.0
CQ,6.370967741935484
CQ,6.387096774193548
CQ,5.983870967741935
CQ,6.354838709677419
CQ,5.935483870967742
CQ,5.903225806451613
CQ,5.903225806451613
CQ,6.241935483870968
CQ,6.306451612903226
CQ,6.17741935483871
CQ,6.080645161290323
CQ,6.016129032258065
CQ,6.354838709677419
CQ,6.193548387096774
CQ,6.387096774193548
CQ,5.82258064516129
CQ,6.129032258064516
CQ,6.161290322580645
CQ,6.225806451612903
CQ,6.209677419354839
CQ,6.306451612903226
CQ,6.274193548387097
CQ,6.016129032258065
CQ,6.354838709677419
CQ,6.064516129032258
CQ,6.016129032258065
CQ,6.064516129032258
CQ,6.193548387096774
CQ,6.161290322580645
CQ,6.338709677419355
CQ,5.967741935483871
CQ,6.17741935483871
CQ,5.951612903225806
CQ,6.258064516129032
CQ,6.17741935483871
CQ,5.806451612903226
CQ,6.306451612903226
CQ,5.983870967741935
CQ,6.306451612903226
CQ,6.080645161290323
CQ,6.032258064516129
CQ,6.064516129032258
CQ,6.080645161290323
CQ,6.17741935483871
CQ,6.580645161290323
CQ,6.048387096774194
CQ,6.225806451612903
CQ,5.709677419354839
CQ,6.032258064516129
CQ,6.241935483870968
CQ,6.080645161290323
CQ,6.016129032258065
CQ,6.209677419354839
CQ,6.258064516129032
CQ,6.274193548387097
CQ,6.370967741935484
CQ,6.32258064516129
CQ,6.338709677419355
CQ,6.274193548387097
CQ,5.967741935483871
CQ,6.32258064516129
CQ,6.161290322580645
CQ,6.145161290322581
CQ,5.951612903225806
CQ,6.193548387096774
CQ,6.032258064516129
CQ,6.17741935483871
CQ,6.080645161290323
CQ,6.193548387096774
CQ,6.32258064516129
CQ,6.193548387096774
CQ,6.419354838709677
CQ,5.935483870967742
CQ,5.838709677419355
CQ,6.064516129032258
CQ,6.387096774193548
CQ,6.306451612903226
CQ,6.129032258064516
CQ,6.096774193548387
CQ,6.048387096774194
CQ,6.193548387096774
CQ,6.209677419354839
CQ,6.225806451612903
CQ,6.080645161290323
CQ,6.048387096774194
CQ,6.193548387096774
CQ,6.0
CQ,6.016129032258065
CQ,6.225806451612903
CQ,6.129032258064516
CQ,6.193548387096774
CQ,6.112903225806452
CQ,6.048387096774194
CQ,5.919354838709677
CQ,6.17741935483871
CQ,6.193548387096774
CQ,6.016129032258065
CQ,5.854838709677419
CQ,6.306451612903226
CQ,5.887096774193548
CQ,6.225806451612903
CQ,5.919354838709677
CQ,6.209677419354839
CQ,6.096774193548387
CQ,6.225806451612903
CQ,6.258064516129032
CQ,6.290322580645161
CQ,6.225806451612903
CQ,6.387096774193548
CQ,5.887096774193548
CQ,6.064516129032258
CQ,6.209677419354839
CQ,5.903225806451613
CQ,6.403225806451613
CQ,6.354838709677419
CQ,5.774193548387097
CQ,6.451612903225806
CQ,5.983870967741935
CQ,6.0
CQ,5.887096774193548
CQ,6.129032258064516
CQ,6.274193548387097
CQ,6.112903225806452
CQ,5.903225806451613
CQ,6.290322580645161
CQ,6.161290322580645
CQ,5.951612903225806
CQ,5.967741935483871
CQ,6.064516129032258
CQ,6.161290322580645
CQ,6.354838709677419
CQ,6.161290322580645
CQ,6.080645161290323
CQ,6.016129032258065
CQ,5.919354838709677
CQ,6.0
CQ,6.112903225806452
CQ,6.032258064516129
CQ,6.161290322580645
CQ,5.870967741935484
CQ,6.064516129032258
CQ,6.0
CQ,5.967741935483871
CQ,6.161290322580645
CQ,6.17741935483871
CQ,6.112903225806452
CQ,6.290322580645161
CQ,6.016129032258065
CQ,6.17741935483871
CQ,6.161290322580645
CQ,6.338709677419355
CQ,5.854838709677419
CQ,6.370967741935484
CQ,6.290322580645161
CQ,6.096774193548387
CQ,6.241935483870968
CQ,6.096774193548387
CQ,6.161290322580645
CQ,5.951612903225806
CQ,5.806451612903226
CQ,6.258064516129032
CQ,6.338709677419355
CQ,6.290322580645161
CQ,6.258064516129032
CQ,5.854838709677419
CQ,6.17741935483871
CQ,6.048387096774194
CQ,6.225806451612903
CQ,6.032258064516129
CQ,5.887096774193548
CQ,6.225806451612903
CQ,6.532258064516129
CQ,6.435483870967742
CQ,6.112903225806452
CQ,6.290322580645161
CQ,6.064516129032258
CQ,6.048387096774194
CQ,6.129032258064516
CQ,6.225806451612903
CQ,6.016129032258065
CQ,6.032258064516129
CQ,6.145161290322581
CQ,5.935483870967742
CQ,5.887096774193548
CQ,6.161290322580645
CQ,5.854838709677419
CQ,6.306451612903226
CQ,6.225806451612903
CQ,6.129032258064516
CQ,5.951612903225806
CQ,6.145161290322581
CQ,6.354838709677419
CQ,6.129032258064516
CQ,6.338709677419355
CQ,6.112903225806452
CQ,6.419354838709677
CQ,6.290322580645161
CQ,6.016129032258065
CQ,6.096774193548387
CQ,6.112903225806452
CQ,6.17741935483871
CQ,6.32258064516129
CQ,6.016129032258065
CQ,6.5
CQ,6.145161290322581
CQ,5.854838709677419
CQ,6.161290322580645
CQ,6.209677419354839
CQ,6.016129032258065
CQ,6.258064516129032
CQ,6.193548387096774
CQ,6.241935483870968
CQ,6.241935483870968
CQ,6.112903225806452
CQ,6.0
CQ,6.0
CQ,6.241935483870968
CQ,6.338709677419355
CQ,6.080645161290323
CQ,6.016129032258065
CQ,6.17741935483871
CQ,6.225806451612903
CQ,5.983870967741935
CQ,6.225806451612903
CQ,6.241935483870968
CQ,6.193548387096774
CQ,6.0
CQ,6.032258064516129
CQ,6.338709677419355
CQ,6.209677419354839
CQ,6.048387096774194
CQ,6.112903225806452
CQ,6.096774193548387
CQ,6.048387096774194
CQ,6.258064516129032
CQ,6.080645161290323
CQ,6.112903225806452
CQ,5.967741935483871
CQ,6.0
CQ,6.290322580645161
CQ,6.193548387096774
CQ,6.241935483870968
CQ,5.935483870967742
CQ,6.064516129032258
CQ,5.935483870967742
CQ,5.919354838709677
CQ,5.790322580645161
CQ,6.096774193548387
CQ,6.306451612903226
CQ,6.209677419354839
CQ,5.82258064516129
CQ,6.032258064516129
CQ,6.032258064516129
CQ,6.258064516129032
CQ,6.225806451612903
CQ,6.241935483870968
CQ,6.129032258064516
CQ,6.096774193548387
CQ,6.258064516129032
CQ,6.096774193548387
CQ,6.274193548387097
CQ,6.129032258064516
CQ,6.048387096774194
CQ,6.32258064516129
CQ,6.241935483870968
CQ,6.209677419354839
CQ,6.096774193548387
CQ,6.17741935483871
CQ,6.161290322580645
CQ,6.32258064516129
CQ,6.0
CQ,6.064516129032258
CQ,6.241935483870968
CQ,6.32258064516129
CQ,6.290322580645161
CQ,6.080645161290323
CQ,6.161290322580645
CQ,6.016129032258065
CQ,6.274193548387097
CQ,6.032258064516129
CQ,5.967741935483871
CQ,6.080645161290323
CQ,6.274193548387097
CQ,6.145161290322581
CQ,6.258064516129032
CQ,6.225806451612903
CQ,6.145161290322581
CQ,6.17741935483871
CQ,6.112903225806452
CQ,6.17741935483871
CQ,6.290322580645161
CQ,5.854838709677419
CQ,6.0
CQ,6.209677419354839
CQ,6.370967741935484
CQ,6.193548387096774
CQ,5.967741935483871
CQ,6.209677419354839
CQ,6.241935483870968
CQ,5.951612903225806
CQ,6.17741935483871
CQ,6.225806451612903
CQ,6.096774193548387
CQ,6.209677419354839
CQ,5.951612903225806
CQ,6.016129032258065
CQ,6.032258064516129
CQ,5.806451612903226
CQ,6.080645161290323
CQ,6.145161290322581
CQ,6.129032258064516
CQ,6.161290322580645
CQ,6.209677419354839
CQ,6.145161290322581
CQ,6.032258064516129
CQ,6.064516129032258
CQ,6.387096774193548
CQ,6.209677419354839
CQ,6.387096774193548
CQ,6.483870967741935
CQ,6.048387096774194
CQ,6.129032258064516
CQ,6.403225806451613
CQ,6.161290322580645
CQ,5.967741935483871
CQ,5.903225806451613
CQ,6.096774193548387
CQ,6.112903225806452
CQ,6.258064516129032
CQ,6.129032258064516
CQ,5.983870967741935
CQ,6.17741935483871
CQ,6.241935483870968
CQ,6.258064516129032
CQ,6.274193548387097
CQ,6.193548387096774
CQ,6.112903225806452
CQ,5.951612903225806
CQ,6.0
CQ,5.919354838709677
CQ,6.387096774193548
CQ,6.112903225806452
CQ,6.032258064516129
CQ,6.129032258064516
CQ,6.016129032258065
CQ,6.387096774193548
CQ,6.032258064516129
CQ,6.112903225806452
CQ,6.274193548387097
CQ,6.064516129032258
CQ,5.919354838709677
CQ,5.82258064516129
CQ,6.338709677419355
CQ,6.064516129032258
CQ,6.387096774193548
CQ,6.241935483870968
CQ,5.967741935483871
CQ,6.145161290322581
CQ,6.096774193548387
CQ,5.967741935483871
CQ,6.193548387096774
CQ,6.338709677419355
CQ,6.241935483870968
CQ,6.161290322580645
CQ,5.935483870967742
CQ,6.161290322580645
CQ,6.290322580645161
CQ,6.048387096774194
CQ,6.290322580645161
CQ,6.290322580645161
CQ,5.854838709677419
CQ,6.032258064516129
CQ,6.145161290322581
CQ,5.951612903225806
CQ,6.145161290322581
CQ,6.193548387096774
CQ,5.903225806451613
CQ,6.096774193548387
CQ,6.048387096774194
CQ,5.983870967741935
CQ,6.290322580645161
CQ,6.306451612903226
CQ,6.338709677419355
CQ,6.112903225806452
CQ,6.17741935483871
CQ,6.32258064516129
CQ,6.241935483870968
CQ,6.17741935483871
CQ,5.758064516129032
CQ,6.096774193548387
CQ,6.274193548387097
CQ,6.193548387096774
CQ,6.419354838709677
CQ,6.064516129032258
CQ,6.290322580645161
CQ,6.17741935483871
CQ,6.387096774193548
CQ,6.193548387096774
CQ,6.080645161290323
CQ,6.048387096774194
CQ,6.016129032258065
CQ,6.387096774193548
CQ,6.274193548387097
CQ,6.112903225806452
CQ,5.854838709677419
CQ,6.112903225806452
CQ,6.096774193548387
CQ,6.145161290322581
CQ,6.290322580645161
CQ,5.935483870967742
CQ,6.338709677419355
CQ,5.887096774193548
CQ,6.032258064516129
CQ,6.080645161290323
CQ,6.193548387096774
CQ,6.17741935483871
CQ,6.145161290322581
CQ,6.096774193548387
CQ,6.129032258064516
CQ,6.145161290322581
CQ,5.983870967741935
CQ,6.306451612903226
CQ,6.32258064516129
CQ,6.096774193548387
CQ,6.064516129032258
CQ,5.983870967741935
CQ,6.0
CQ,6.193548387096774
CQ,6.258064516129032
CQ,6.129032258064516
CQ,6.032258064516129
CQ,6.225806451612903
CQ,6.225806451612903
CQ,5.967741935483871
CQ,6.048387096774194
CQ,6.0
CQ,6.17741935483871
CQ,6.016129032258065
CQ,6.080645161290323
CQ,6.354838709677419
CQ,6.080645161290323
CQ,6.161290322580645
CQ,6.0
CQ,5.854838709677419
CQ,6.258064516129032
CQ,6.129032258064516
CQ,6.209677419354839
CQ,5.935483870967742
CQ,6.032258064516129
CQ,6.080645161290323
CQ,6.193548387096774
CQ,6.161290322580645
CQ,6.209677419354839
CQ,6.241935483870968
CQ,6.306451612903226
CQ,6.064516129032258
CQ,6.129032258064516
CQ,6.241935483870968
CQ,6.032258064516129
CQ,5.935483870967742
CQ,6.241935483870968
CQ,6.145161290322581
CQ,6.129032258064516
CQ,6.161290322580645
CQ,6.016129032258065
CQ,6.032258064516129
CQ,6.193548387096774
CQ,5.919354838709677
CQ,5.838709677419355
CQ,6.403225806451613
CQ,6.161290322580645
CQ,6.080645161290323
CQ,6.241935483870968
CQ,6.129032258064516
CQ,6.193548387096774
CQ,6.258064516129032
CQ,6.129032258064516
CQ,6.064516129032258
CQ,6.193548387096774
CQ,6.274193548387097
CQ,5.741935483870968
CQ,6.435483870967742
CQ,6.112903225806452
CQ,6.290322580645161
CQ,6.112903225806452
CQ,6.241935483870968
CQ,6.032258064516129
CQ,6.241935483870968
CQ,5.935483870967742
CQ,6.258064516129032
CQ,6.096774193548387
CQ,6.193548387096774
CQ,6.096774193548387
CQ,6.112903225806452
CQ,5.919354838709677
CQ,6.096774193548387
CQ,6.016129032258065
CQ,6.5
CQ,6.306451612903226
CQ,5.967741935483871
CQ,6.048387096774194
CQ,6.17741935483871
CQ,5.887096774193548
CQ,6.016129032258065
CQ,5.919354838709677
CQ,6.209677419354839
CQ,6.274193548387097
CQ,5.983870967741935
CQ,6.209677419354839
CQ,5.854838709677419
CQ,6.338709677419355
CQ,6.129032258064516
CQ,6.096774193548387
CQ,6.145161290322581
CQ,6.338709677419355
CQ,6.129032258064516
CQ,6.290322580645161
CQ,6.209677419354839
CQ,6.225806451612903
CQ,5.951612903225806
CQ,6.064516129032258
CQ,6.17741935483871
CQ,6.129032258064516
CQ,6.290322580645161
CQ,6.209677419354839
CQ,6.080645161290323
CQ,6.112903225806452
CQ,6.290322580645161
CQ,6.17741935483871
CQ,6.17741935483871
CQ,6.048387096774194
CQ,6.145161290322581
CQ,6.145161290322581
CQ,6.193548387096774
CQ,6.258064516129032
CQ,6.258064516129032
CQ,6.0
CQ,5.854838709677419
CQ,6.193548387096774
CQ,5.919354838709677
CQ,6.064516129032258
CQ,6.112903225806452
CQ,6.354838709677419
CQ,6.193548387096774
CQ,6.112903225806452
CQ,6.193548387096774
CQ,6.064516129032258
CQ,6.064516129032258
CQ,6.32258064516129
CQ,5.870967741935484
CQ,6.225806451612903
CQ,6.112903225806452
CQ,6.193548387096774
CQ,5.919354838709677
CQ,6.080645161290323
CQ,6.241935483870968
CQ,6.064516129032258
CQ,5.838709677419355
CQ,6.241935483870968
CQ,6.290322580645161
CQ,5.935483870967742
CQ,6.17741935483871
CQ,6.161290322580645
CQ,6.403225806451613
CQ,6.306451612903226
CQ,6.209677419354839
CQ,6.290322580645161
CQ,6.048387096774194
CQ,6.419354838709677
CQ,6.096774193548387
CQ,6.274193548387097
CQ,6.370967741935484
CQ,6.112903225806452
CQ,6.370967741935484
CQ,6.193548387096774
CQ,6.129032258064516
CQ,6.306451612903226
CQ,6.161290322580645
CQ,6.193548387096774
CQ,6.193548387096774
CQ,6.032258064516129
CQ,6.145161290322581
CQ,6.193548387096774
CQ,6.193548387096774
CQ,6.080645161290323
CQ,6.258064516129032
CQ,5.967741935483871
CQ,6.290322580645161
CQ,6.161290322580645
CQ,6.241935483870968
CQ,6.0
CQ,5.967741935483871
CQ,6.0
CQ,6.32258064516129
CQ,6.016129032258065
CQ,6.129032258064516
CQ,6.145161290322581
CQ,6.032258064516129
CQ,6.193548387096774
CQ,6.048387096774194
CQ,6.274193548387097
CQ,6.338709677419355
CQ,6.129032258064516
CQ,6.080645161290323
CQ,5.903225806451613
CQ,6.306451612903226
CQ,5.967741935483871
CQ,6.467741935483871
CQ,6.129032258064516
CQ,6.080645161290323
CQ,6.274193548387097
CQ,6.419354838709677
CQ,6.161290322580645
CQ,6.306451612903226
CQ,5.919354838709677
CQ,5.983870967741935
CQ,6.338709677419355
CQ,6.258064516129032
CQ,6.403225806451613
CQ,6.225806451612903
CQ,6.354838709677419
CQ,6.0
CQ,5.903225806451613
CQ,6.016129032258065
CQ,6.145161290322581
CQ,6.112903225806452
CQ,6.209677419354839
CQ,6.161290322580645
CQ,6.274193548387097
CQ,6.193548387096774
CQ,6.241935483870968
CQ,6.032258064516129
CQ,6.193548387096774
CQ,5.854838709677419
CQ,6.306451612903226
CQ,6.064516129032258
CQ,6.112903225806452
CQ,5.935483870967742
CQ,5.983870967741935
CQ,6.112903225806452
CQ,6.306451612903226
CQ,6.096774193548387
CQ,6.225806451612903
CQ,6.048387096774194
CQ,6.387096774193548
CQ,6.048387096774194
CQ,6.064516129032258
CQ,6.080645161290323
CQ,6.096774193548387
CQ,5.838709677419355
CQ,6.145161290322581
CQ,6.0
CQ,6.048387096774194
CQ,6.193548387096774
CQ,6.17741935483871
CQ,6.193548387096774
CQ,5.919354838709677
CQ,6.016129032258065
CQ,6.435483870967742
CQ,6.338709677419355
CQ,6.080645161290323
CQ,6.016129032258065
CQ,6.387096774193548
CQ,5.967741935483871
CQ,5.951612903225806
CQ,5.919354838709677
CQ,6.112903225806452
CQ,6.0
CQ,6.258064516129032
CQ,6.161290322580645
CQ,6.209677419354839
CQ,6.129032258064516
CQ,6.290322580645161
CQ,6.370967741935484
CQ,6.096774193548387
CQ,5.887096774193548
CQ,6.161290322580645
CQ,6.193548387096774
CQ,6.225806451612903
CQ,6.080645161290323
CQ,5.887096774193548
CQ,5.806451612903226
CQ,5.903225806451613
CQ,6.17741935483871
CQ,6.032258064516129
CQ,6.064516129032258
CQ,5.983870967741935
CQ,6.032258064516129
CQ,5.887096774193548
CQ,6.274193548387097
CQ,6.112903225806452
CQ,6.290322580645161
CQ,6.064516129032258
CQ,5.709677419354839
CQ,6.112903225806452
CQ,6.032258064516129
CQ,6.064516129032258
CQ,5.806451612903226
CQ,6.048387096774194
CQ,5.951612903225806
CQ,6.129032258064516
CQ,6.096774193548387
CQ,6.17741935483871
CQ,6.145161290322581
CQ,6.048387096774194
CQ,6.258064516129032
CQ,6.193548387096774
CQ,6.129032258064516
CQ,5.951612903225806
CQ,6.080645161290323
CQ,5.870967741935484
CQ,6.370967741935484
CQ,6.161290322580645
CQ,6.258064516129032
CQ,6.209677419354839
CQ,6.354838709677419
CQ,6.306451612903226
CQ,6.403225806451613
CQ,6.467741935483871
CQ,6.096774193548387
CQ,6.161290322580645
CQ,6.387096774193548
CQ,6.290322580645161
CQ,6.032258064516129
CQ,5.935483870967742
CQ,6.338709677419355
CQ,6.161290322580645
CQ,6.112903225806452
CQ,6.290322580645161
CQ,6.0
CQ,5.967741935483871
CQ,6.419354838709677
CQ,6.129032258064516
CQ,6.0
CQ,6.080645161290323
CQ,6.290322580645161
CQ,6.112903225806452
CQ,6.387096774193548
CQ,5.967741935483871
CQ,6.161290322580645
CQ,5.870967741935484
CQ,6.419354838709677
CQ,5.951612903225806
CQ,6.016129032258065
CQ,6.129032258064516
CQ,6.032258064516129
CQ,6.048387096774194
CQ,6.290322580645161
CQ,6.338709677419355
CQ,6.129032258064516
CQ,6.225806451612903
CQ,6.145161290322581
CQ,5.903225806451613
CQ,6.17741935483871
CQ,6.0
CQ,6.145161290322581
CQ,6.161290322580645
CQ,6.435483870967742
CQ,6.258064516129032
CQ,6.145161290322581
